alias,food_key,language,source
plain chicken breast,chicken_breast_cooked,en,manual
plain greek yogurt,greek_yogurt_plain,en,manual
plain popcorn,popcorn_plain,en,manual
pollock,pollock_raw,en,manual
pollock raw,pollock_raw,en,generated_from_food_key
"pollock, raw",pollock_raw,en,generated_from_food_name
popcorn,popcorn_plain,en,manual
popcorn butter,popcorn_butter,en,generated_from_food_key
popcorn plain,popcorn_plain,en,generated_from_food_key
pork tamale,pork_tamale,en,generated_from_food_key
pork tamale (latino),pork_tamale,en,generated_from_food_name
pork tamale latino,pork_tamale,en,auto_name
porterhouse steak,porterhouse_steak,en,generated_from_food_key
porterhouse steak raw,porterhouse_steak,en,auto_name
"porterhouse steak, raw",porterhouse_steak,en,generated_from_food_name
potato,potato_baked,en,manual
potato baked,potato_baked,en,generated_from_food_key
potato chips,potato_chips,en,manual
queso seco,queso_seco,en,generated_from_food_key
queso seco (dry white cheese),queso_seco,en,generated_from_food_name
queso seco dry white cheese,queso_seco,en,auto_name
quinoa,quinoa_cooked,en,manual
quinoa cooked,quinoa_cooked,en,generated_from_food_key
raw carrot,carrots_raw,en,manual
raw carrots,carrots_raw,en,generated_from_food_name
red apple,apple_red_delicious,en,manual
red onion,red_onion_raw,en,auto_simplified
red onion raw,red_onion_raw,en,generated_from_food_key
"red onion, raw",red_onion_raw,en,generated_from_food_name
reduced fat milk,milk_2_percent,en,manual
rice,rice_white_cooked,en,manual
rice brown cooked,rice_brown_cooked,en,generated_from_food_key
rice flour white,flour_rice_white,en,auto_name
"rice flour, white",flour_rice_white,en,generated_from_food_name
rice pudding,rice_pudding,en,manual
rice white cooked,rice_white_cooked,en,generated_from_food_key
rice with chicken,chicken_with_rice,en,manual
rice with fish,fish_with_rice,en,manual
rice with lamb,lamb_with_rice,en,manual
ricotta,ricotta_cheese,en,manual
ricotta cheese,ricotta_cheese,en,generated_from_food_key
ricotta cheese milk,ricotta_cheese,en,auto_simplified
ricotta cheese whole milk,ricotta_cheese,en,auto_name
"ricotta cheese, whole milk",ricotta_cheese,en,generated_from_food_name
ripe banana,banana_ripe,en,manual
roasted lamb,roasted_lamb,en,manual
romaine,romaine_lettuce,en,manual
romaine lettuce,romaine_lettuce,en,generated_from_food_key
romaine lettuce raw,romaine_lettuce,en,auto_name
"romaine lettuce, raw",romaine_lettuce,en,generated_from_food_name
salad,mixed_salad,en,manual
salmon,salmon_grilled,en,manual
salmon grilled,salmon_grilled,en,generated_from_food_key
salsa,salsa,en,generated_from_food_key
salsa sauce,salsa,en,generated_from_food_name
sandwich cheese,sandwich_cheese,en,generated_from_food_key
sandwich turkey,sandwich_turkey,en,generated_from_food_key
sardines,sardines_canned,en,manual
sardines canned,sardines_canned,en,generated_from_food_key
sausage,sausage_beef,en,manual
sausage beef,sausage_beef,en,generated_from_food_key
scrambled egg,scrambled_egg,en,manual
sea bass,sea_bass_grilled,en,manual
sea bass grilled,sea_bass_grilled,en,generated_from_food_key
shawarma,chicken_shawarma,en,manual
shawarma chicken,shawarma_chicken,en,generated_from_food_key
shawarma wrap,shawarma_chicken,en,manual
shrimp,shrimp_cooked,en,manual
shrimp cooked,shrimp_cooked,en,generated_from_food_key
skim milk,milk_skim,en,manual
slice of pizza,pizza_slice,en,manual
smoothie,smoothie_fruit,en,manual
smoothie fruit,smoothie_fruit,en,generated_from_food_key
soda,cola_regular,en,manual
soda water,sparkling_water,en,manual
soft drink,cola_regular,en,manual
soup chicken,soup_chicken,en,generated_from_food_key
soy flour,flour_soy_full_fat,en,manual
soy flour defatted,flour_soy_defatted,en,auto_name
soy flour full fat,flour_soy_full_fat,en,auto_name
"soy flour, defatted",flour_soy_defatted,en,generated_from_food_name
"soy flour, full-fat",flour_soy_full_fat,en,generated_from_food_name
spaghetti,spaghetti_tomato_sauce,en,manual
spaghetti tomato sauce,spaghetti_tomato_sauce,en,manual
spaghetti with tomato sauce,spaghetti_tomato_sauce,en,generated_from_food_name
sparkling water,sparkling_water,en,manual
spinach,spinach,en,manual
sports drink,sports_drink,en,manual
steak,beef_steak_grilled,en,manual
steamed broccoli,broccoli_steamed,en,manual
strawberries,strawberries,en,manual
strawberries raw,strawberries_raw,en,generated_from_food_key
"strawberries, raw",strawberries_raw,en,generated_from_food_name
strawberry,strawberries,en,manual
strawberry greek yogurt,greek_yogurt_strawberry,en,manual
stuffed vegetables,mahshi,en,manual
sugar,granulated_sugar,en,manual
sunflower seed,sunflower_seeds,en,manual
sunflower seeds,sunflower_seeds,en,generated_from_food_key
sunflower seeds dry roasted,sunflower_seeds,en,auto_name
"sunflower seeds, dry roasted",sunflower_seeds,en,generated_from_food_name
sweet and sour pork,sweet_sour_pork,en,manual
sweet and sour pork (chinese),sweet_sour_pork,en,generated_from_food_name
sweet and sour pork chinese,sweet_sour_pork,en,auto_name
sweet coffee,coffee_milk_sugar,en,manual
sweet potato,sweet_potato_baked,en,manual
sweet potato baked,sweet_potato_baked,en,generated_from_food_key
sweet sour pork,sweet_sour_pork,en,generated_from_food_key
sweet tea,tea_sweetened,en,manual
sweetened tea,tea_sweetened,en,generated_from_food_name
swiss cheese,swiss_cheese,en,generated_from_food_name
t bone steak grilled,tbone_steak_grilled,en,auto_name
"t-bone steak, grilled",tbone_steak_grilled,en,generated_from_food_name
taameya,falafel_taameya,en,manual
tbone steak grilled,tbone_steak_grilled,en,generated_from_food_key
tea,tea_unsweetened,en,manual
tea sweetened,tea_sweetened,en,generated_from_food_key
tea unsweetened,tea_unsweetened,en,generated_from_food_key
tilapia,tilapia_grilled,en,manual
tilapia grilled,tilapia_grilled,en,generated_from_food_key
tofu,tofu_firm,en,manual
tofu firm,tofu_firm,en,generated_from_food_key
tomato,tomato,en,manual
tomatoes grape,tomatoes_grape,en,generated_from_food_key
"tomatoes, grape",tomatoes_grape,en,generated_from_food_name
tortilla,tortilla_wrap,en,manual
tortilla wrap,tortilla_wrap,en,generated_from_food_name
tuna,tuna_canned,en,manual
tuna canned,tuna_canned,en,generated_from_food_key
tuna canned in water,tuna_canned,en,auto_name
tuna in water,tuna_canned,en,auto_simplified
"tuna, canned in water",tuna_canned,en,generated_from_food_name
turkey breakfast sausage,turkey_breakfast_sausage,en,generated_from_food_name
turkey sandwich,sandwich_turkey,en,manual
turkey sausage,turkey_breakfast_sausage,en,manual
turkey slices,turkey_slices,en,manual
unsweetened tea,tea_unsweetened,en,manual
vanilla ice cream,ice_cream_vanilla,en,manual
veggie burger,veggie_burger,en,manual
water,water,en,manual
watermelon,watermelon,en,manual
wheat bread,bread_whole_wheat,en,auto_simplified
wheat flour,flour_whole_wheat,en,auto_simplified
white bread,bread_white,en,generated_from_food_name
white flour,flour_ap_unbleached,en,manual
white onion,white_onion_raw,en,auto_simplified
white onion raw,white_onion_raw,en,generated_from_food_key
"white onion, raw",white_onion_raw,en,generated_from_food_name
white rice,rice_white_cooked,en,manual
white rice flour,flour_rice_white,en,manual
white sugar,granulated_sugar,en,manual
whole egg,large_egg_whole,en,manual
whole grain bread,bread_whole_wheat,en,manual
whole milk,milk_whole,en,manual
whole wheat bread,bread_whole_wheat,en,generated_from_food_name
whole wheat flour,flour_whole_wheat,en,generated_from_food_name
wrap,tortilla_wrap,en,manual
yellow mustard,yellow_mustard,en,generated_from_food_name
yellow onion,yellow_onion_raw,en,auto_simplified
yellow onion raw,yellow_onion_raw,en,generated_from_food_key
"yellow onion, raw",yellow_onion_raw,en,generated_from_food_name
yogurt fruit,yogurt_fruit,en,generated_from_food_key
yogurt with fruit,yogurt_fruit,en,manual
Goat milk,fndds_goat_milk,en,usda_fndds_exact
Buttermilk,fndds_buttermilk,en,usda_fndds_exact
"Milk, evaporated, whole",fndds_milk_evaporated_whole,en,usda_fndds_exact
Milk evaporated whole,fndds_milk_evaporated_whole,en,usda_fndds_generated
whole evaporated Milk,fndds_milk_evaporated_whole,en,usda_fndds_generated
"Milk, lactose free, whole",fndds_milk_lactose_free_whole,en,usda_fndds_exact
Milk lactose free whole,fndds_milk_lactose_free_whole,en,usda_fndds_generated
whole lactose free Milk,fndds_milk_lactose_free_whole,en,usda_fndds_generated
"Milk, reduced fat (2%)",fndds_milk_reduced_fat_2,en,usda_fndds_exact
Milk reduced fat 2%,fndds_milk_reduced_fat_2,en,usda_fndds_generated
"Milk, evaporated, reduced fat (2%)",fndds_milk_evaporated_reduced_fat_2,en,usda_fndds_exact
Milk evaporated reduced fat 2%,fndds_milk_evaporated_reduced_fat_2,en,usda_fndds_generated
"Milk, lactose free, reduced fat (2%)",fndds_milk_lactose_free_reduced_fat_2,en,usda_fndds_exact
Milk lactose free reduced fat 2%,fndds_milk_lactose_free_reduced_fat_2,en,usda_fndds_generated
Kefir,fndds_kefir,en,usda_fndds_exact
"Milk, low fat (1%)",fndds_milk_low_fat_1,en,usda_fndds_exact
Milk low fat 1%,fndds_milk_low_fat_1,en,usda_fndds_generated
"Milk, lactose free, low fat (1%)",fndds_milk_lactose_free_low_fat_1,en,usda_fndds_exact
Milk lactose free low fat 1%,fndds_milk_lactose_free_low_fat_1,en,usda_fndds_generated
"Milk, fat free (skim)",fndds_milk_fat_free_skim,en,usda_fndds_exact
Milk fat free skim,fndds_milk_fat_free_skim,en,usda_fndds_generated
"Milk, dry, reconstituted, nonfat",fndds_milk_dry_reconstituted_nonfat,en,usda_fndds_exact
Milk dry reconstituted nonfat,fndds_milk_dry_reconstituted_nonfat,en,usda_fndds_generated
nonfat reconstituted dry Milk,fndds_milk_dry_reconstituted_nonfat,en,usda_fndds_generated
"Milk, evaporated, fat free (skim)",fndds_milk_evaporated_fat_free_skim,en,usda_fndds_exact
Milk evaporated fat free skim,fndds_milk_evaporated_fat_free_skim,en,usda_fndds_generated
"Milk, lactose free, fat free (skim)",fndds_milk_lactose_free_fat_free_skim,en,usda_fndds_exact
Milk lactose free fat free skim,fndds_milk_lactose_free_fat_free_skim,en,usda_fndds_generated
"Strawberry milk, whole",fndds_strawberry_milk_whole,en,usda_fndds_exact
Strawberry milk whole,fndds_strawberry_milk_whole,en,usda_fndds_generated
whole Strawberry milk,fndds_strawberry_milk_whole,en,usda_fndds_generated
"Chocolate milk, whole",fndds_chocolate_milk_whole,en,usda_fndds_exact
Chocolate milk whole,fndds_chocolate_milk_whole,en,usda_fndds_generated
whole Chocolate milk,fndds_chocolate_milk_whole,en,usda_fndds_generated
"Milk, condensed, sweetened",fndds_milk_condensed_sweetened,en,usda_fndds_exact
Milk condensed sweetened,fndds_milk_condensed_sweetened,en,usda_fndds_generated
sweetened condensed Milk,fndds_milk_condensed_sweetened,en,usda_fndds_generated
"Chocolate milk, reduced sugar, whole",fndds_chocolate_milk_reduced_sugar_whole,en,usda_fndds_exact
Chocolate milk reduced sugar whole,fndds_chocolate_milk_reduced_sugar_whole,en,usda_fndds_generated
whole reduced sugar Chocolate milk,fndds_chocolate_milk_reduced_sugar_whole,en,usda_fndds_generated
"Milk, malted",fndds_milk_malted,en,usda_fndds_exact
Milk malted,fndds_milk_malted,en,usda_fndds_generated
malted Milk,fndds_milk_malted,en,usda_fndds_generated
"Strawberry milk, reduced fat (2%)",fndds_strawberry_milk_reduced_fat_2,en,usda_fndds_exact
Strawberry milk reduced fat 2%,fndds_strawberry_milk_reduced_fat_2,en,usda_fndds_generated
"Chocolate milk, reduced fat (2%)",fndds_chocolate_milk_reduced_fat_2,en,usda_fndds_exact
Chocolate milk reduced fat 2%,fndds_chocolate_milk_reduced_fat_2,en,usda_fndds_generated
"Hot chocolate / cocoa, with whipped cream",fndds_hot_chocolate_cocoa_with_whipped_cream,en,usda_fndds_exact
Hot chocolate / cocoa with whipped cream,fndds_hot_chocolate_cocoa_with_whipped_cream,en,usda_fndds_generated
"Chocolate milk, reduced sugar, reduced fat (2%)",fndds_chocolate_milk_reduced_sugar_reduced_fat_2,en,usda_fndds_exact
Chocolate milk reduced sugar reduced fat 2%,fndds_chocolate_milk_reduced_sugar_reduced_fat_2,en,usda_fndds_generated
"Strawberry milk, reduced sugar",fndds_strawberry_milk_reduced_sugar,en,usda_fndds_exact
Strawberry milk reduced sugar,fndds_strawberry_milk_reduced_sugar,en,usda_fndds_generated
reduced sugar Strawberry milk,fndds_strawberry_milk_reduced_sugar,en,usda_fndds_generated
"Strawberry milk, low fat (1%)",fndds_strawberry_milk_low_fat_1,en,usda_fndds_exact
Strawberry milk low fat 1%,fndds_strawberry_milk_low_fat_1,en,usda_fndds_generated
"Chocolate milk, low fat (1%)",fndds_chocolate_milk_low_fat_1,en,usda_fndds_exact
Chocolate milk low fat 1%,fndds_chocolate_milk_low_fat_1,en,usda_fndds_generated
"Chocolate milk, reduced sugar, low fat (1%)",fndds_chocolate_milk_reduced_sugar_low_fat_1,en,usda_fndds_exact
Chocolate milk reduced sugar low fat 1%,fndds_chocolate_milk_reduced_sugar_low_fat_1,en,usda_fndds_generated
"Strawberry milk, fat free  (skim)",fndds_strawberry_milk_fat_free_skim,en,usda_fndds_exact
Strawberry milk fat free skim,fndds_strawberry_milk_fat_free_skim,en,usda_fndds_generated
"Chocolate milk, fat free (skim)",fndds_chocolate_milk_fat_free_skim,en,usda_fndds_exact
Chocolate milk fat free skim,fndds_chocolate_milk_fat_free_skim,en,usda_fndds_generated
"Hot chocolate / cocoa, dry mix, made with water",fndds_hot_chocolate_cocoa_dry_mix_made_with_water,en,usda_fndds_exact
Hot chocolate / cocoa dry mix made with water,fndds_hot_chocolate_cocoa_dry_mix_made_with_water,en,usda_fndds_generated
"Chocolate milk, reduced sugar, fat free (skim)",fndds_chocolate_milk_reduced_sugar_fat_free_skim,en,usda_fndds_exact
Chocolate milk reduced sugar fat free skim,fndds_chocolate_milk_reduced_sugar_fat_free_skim,en,usda_fndds_generated
"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",fndds_hot_chocolate_cocoa_dry_mix_reduced_sugar_made_with_water,en,usda_fndds_exact
Hot chocolate / cocoa dry mix reduced sugar made with water,fndds_hot_chocolate_cocoa_dry_mix_reduced_sugar_made_with_water,en,usda_fndds_generated
Eggnog,fndds_eggnog,en,usda_fndds_exact
Milk shake with malt,fndds_milk_shake_with_malt,en,usda_fndds_exact
Chocolate milk drink,fndds_chocolate_milk_drink,en,usda_fndds_exact
"Ice cream soda, chocolate",fndds_ice_cream_soda_chocolate,en,usda_fndds_exact
Ice cream soda chocolate,fndds_ice_cream_soda_chocolate,en,usda_fndds_generated
chocolate Ice cream soda,fndds_ice_cream_soda_chocolate,en,usda_fndds_generated
"Milk shake, bottled, chocolate",fndds_milk_shake_bottled_chocolate,en,usda_fndds_exact
Milk shake bottled chocolate,fndds_milk_shake_bottled_chocolate,en,usda_fndds_generated
chocolate bottled Milk shake,fndds_milk_shake_bottled_chocolate,en,usda_fndds_generated
"Milk shake, home recipe, chocolate",fndds_milk_shake_home_recipe_chocolate,en,usda_fndds_exact
Milk shake home recipe chocolate,fndds_milk_shake_home_recipe_chocolate,en,usda_fndds_generated
chocolate home recipe Milk shake,fndds_milk_shake_home_recipe_chocolate,en,usda_fndds_generated
Cheese ball,fndds_cheese_ball,en,usda_fndds_exact
Queso Fresco,fndds_queso_fresco,en,usda_fndds_exact
Queso cotija,fndds_queso_cotija,en,usda_fndds_exact
Queso Asadero,fndds_queso_asadero,en,usda_fndds_exact
"Cheese, Brie",fndds_cheese_brie,en,usda_fndds_exact
Cheese Brie,fndds_cheese_brie,en,usda_fndds_generated
Brie Cheese,fndds_cheese_brie,en,usda_fndds_generated
"Cheese, Feta",fndds_cheese_feta,en,usda_fndds_exact
Cheese Feta,fndds_cheese_feta,en,usda_fndds_generated
"Cheese, goat",fndds_cheese_goat,en,usda_fndds_exact
Cheese goat,fndds_cheese_goat,en,usda_fndds_generated
goat Cheese,fndds_cheese_goat,en,usda_fndds_generated
Imitation cheese,fndds_imitation_cheese,en,usda_fndds_exact
"Cheese, Brick",fndds_cheese_brick,en,usda_fndds_exact
Cheese Brick,fndds_cheese_brick,en,usda_fndds_generated
Brick Cheese,fndds_cheese_brick,en,usda_fndds_generated
"Cheese, Colby",fndds_cheese_colby,en,usda_fndds_exact
Cheese Colby,fndds_cheese_colby,en,usda_fndds_generated
Colby Cheese,fndds_cheese_colby,en,usda_fndds_generated
"Cheese, Swiss",fndds_cheese_swiss,en,usda_fndds_exact
Cheese Swiss,fndds_cheese_swiss,en,usda_fndds_generated
"Cheese, paneer",fndds_cheese_paneer,en,usda_fndds_exact
Cheese paneer,fndds_cheese_paneer,en,usda_fndds_generated
paneer Cheese,fndds_cheese_paneer,en,usda_fndds_generated
"Cheese, Cheddar",fndds_cheese_cheddar,en,usda_fndds_exact
Cheese Cheddar,fndds_cheese_cheddar,en,usda_fndds_generated
"Cheese, Ricotta",fndds_cheese_ricotta,en,usda_fndds_exact
Cheese Ricotta,fndds_cheese_ricotta,en,usda_fndds_generated
Puerto Rican white cheese,fndds_puerto_rican_white_cheese,en,usda_fndds_exact
"Cottage cheese, farmer's",fndds_cottage_cheese_farmer_s,en,usda_fndds_exact
